2026-08-06 18:29:09.703 [background-preinit] INFO  [cid=none] o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2026-08-06 18:29:09.823 [main] INFO  [cid=none] com.microlend.MicroLendApplication - Starting MicroLendApplication using Java 21.0.2 with PID 2216 (C:\Users\2503700\OneDrive - Cognizant\Desktop\Microlend\backend\target\classes started by 2503700 in C:\Users\2503700\OneDrive - Cognizant\Desktop\Microlend)
2026-08-06 18:29:09.823 [main] INFO  [cid=none] com.microlend.MicroLendApplication - The following 1 profile is active: "dev"
2026-08-06 18:29:12.258 [main] INFO  [cid=none] o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2026-08-06 18:29:12.525 [main] INFO  [cid=none] o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 253 ms. Found 18 JPA repository interfaces.
2026-08-06 18:29:14.427 [main] INFO  [cid=none] o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8090 (http)
2026-08-06 18:29:14.443 [main] INFO  [cid=none] o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8090"]
2026-08-06 18:29:14.443 [main] INFO  [cid=none] o.a.catalina.core.StandardService - Starting service [Tomcat]
2026-08-06 18:29:14.443 [main] INFO  [cid=none] o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.31]
2026-08-06 18:29:14.522 [main] INFO  [cid=none] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2026-08-06 18:29:14.522 [main] INFO  [cid=none] o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 4573 ms
2026-08-06 18:29:15.347 [main] INFO  [cid=none] o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2026-08-06 18:29:15.521 [main] INFO  [cid=none] org.hibernate.Version - HHH000412: Hibernate ORM core version 6.5.3.Final
2026-08-06 18:29:15.600 [main] INFO  [cid=none] o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2026-08-06 18:29:16.070 [main] INFO  [cid=none] o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2026-08-06 18:29:16.124 [main] INFO  [cid=none] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2026-08-06 18:29:16.379 [main] INFO  [cid=none] com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@3ca6bd01
2026-08-06 18:29:16.379 [main] INFO  [cid=none] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2026-08-06 18:29:18.245 [main] INFO  [cid=none] o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2026-08-06 18:29:19.288 [main] INFO  [cid=none] o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2026-08-06 18:29:20.426 [main] INFO  [cid=none] o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
2026-08-06 18:29:21.851 [main] INFO  [cid=none] c.m.b.service.KycStorageServiceImpl - KYC storage root: C:\Users\2503700\OneDrive - Cognizant\Desktop\Microlend\uploads\kyc
2026-08-06 18:29:22.803 [main] WARN  [cid=none] o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: 6a83242d-4a20-4546-8df0-b3e2cfcc8c5a

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2026-08-06 18:29:22.821 [main] INFO  [cid=none] o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name inMemoryUserDetailsManager
2026-08-06 18:29:24.977 [main] INFO  [cid=none] o.s.b.a.e.web.EndpointLinksResolver - Exposing 2 endpoints beneath base path '/actuator'
2026-08-06 18:29:26.743 [main] INFO  [cid=none] o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8090"]
2026-08-06 18:29:26.826 [main] INFO  [cid=none] o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8090 (http) with context path '/'
2026-08-06 18:29:26.860 [main] INFO  [cid=none] com.microlend.MicroLendApplication - Started MicroLendApplication in 18.112 seconds (process running for 19.222)
2026-08-06 18:29:27.494 [main] INFO  [cid=none] c.m.identity.bootstrap.DataSeeder - DataSeeder: seed users already present, nothing to create.
2026-08-06 18:32:40.497 [http-nio-8090-exec-2] INFO  [cid=none] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2026-08-06 18:32:40.497 [http-nio-8090-exec-2] INFO  [cid=none] o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2026-08-06 18:32:40.515 [http-nio-8090-exec-2] INFO  [cid=none] o.s.web.servlet.DispatcherServlet - Completed initialization in 18 ms
2026-08-06 18:32:41.081 [http-nio-8090-exec-2] WARN  [cid=a73b5344] c.m.i.s.JwtAuthenticationFilter - Rejected JWT: JWT expired 46247081 milliseconds ago at 2026-08-06T00:11:54.000Z. Current time: 2026-08-06T13:02:41.081Z. Allowed clock skew: 0 milliseconds.
2026-08-06 18:32:41.281 [http-nio-8090-exec-1] WARN  [cid=13c56400] c.m.i.s.JwtAuthenticationFilter - Rejected JWT: JWT expired 46247281 milliseconds ago at 2026-08-06T00:11:54.000Z. Current time: 2026-08-06T13:02:41.281Z. Allowed clock skew: 0 milliseconds.
2026-08-06 18:32:44.000 [http-nio-8090-exec-4] INFO  [cid=c2807e1c] c.m.audit.service.LocalAuditService - AUDIT module=AUTH action=LOGIN_SUCCESS userId=2
2026-08-06 18:33:03.177 [SpringApplicationShutdownHook] INFO  [cid=none] o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2026-08-06 18:33:03.193 [SpringApplicationShutdownHook] INFO  [cid=none] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2026-08-06 18:33:03.193 [SpringApplicationShutdownHook] INFO  [cid=none] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2026-08-06 21:38:13.831 [background-preinit] INFO  [cid=none] o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2026-08-06 21:38:13.920 [main] INFO  [cid=none] com.microlend.MicroLendApplication - Starting MicroLendApplication using Java 21.0.2 with PID 20476 (C:\Users\2503700\OneDrive - Cognizant\Desktop\Microlend\backend\target\classes started by 2503700 in C:\Users\2503700\OneDrive - Cognizant\Desktop\Microlend)
2026-08-06 21:38:13.920 [main] INFO  [cid=none] com.microlend.MicroLendApplication - The following 1 profile is active: "dev"
2026-08-06 21:38:17.679 [main] INFO  [cid=none] o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2026-08-06 21:38:19.482 [main] INFO  [cid=none] o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 1744 ms. Found 18 JPA repository interfaces.
2026-08-06 21:38:26.462 [main] INFO  [cid=none] o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8090 (http)
2026-08-06 21:38:26.537 [main] INFO  [cid=none] o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8090"]
2026-08-06 21:38:26.555 [main] INFO  [cid=none] o.a.catalina.core.StandardService - Starting service [Tomcat]
2026-08-06 21:38:26.555 [main] INFO  [cid=none] o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.31]
2026-08-06 21:38:26.982 [main] INFO  [cid=none] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2026-08-06 21:38:26.988 [main] INFO  [cid=none] o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 12981 ms
2026-08-06 21:38:29.450 [main] INFO  [cid=none] o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2026-08-06 21:38:29.980 [main] INFO  [cid=none] org.hibernate.Version - HHH000412: Hibernate ORM core version 6.5.3.Final
2026-08-06 21:38:30.202 [main] INFO  [cid=none] o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2026-08-06 21:38:31.627 [main] INFO  [cid=none] o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2026-08-06 21:38:31.744 [main] INFO  [cid=none] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2026-08-06 21:38:32.414 [main] INFO  [cid=none] com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@4ae5ddc0
2026-08-06 21:38:32.430 [main] INFO  [cid=none] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2026-08-06 21:38:38.961 [main] INFO  [cid=none] o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2026-08-06 21:38:41.224 [main] INFO  [cid=none] o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2026-08-06 21:38:49.574 [main] INFO  [cid=none] o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
2026-08-06 21:38:53.202 [main] INFO  [cid=none] c.m.b.service.KycStorageServiceImpl - KYC storage root: C:\Users\2503700\OneDrive - Cognizant\Desktop\Microlend\uploads\kyc
2026-08-06 21:38:55.967 [main] WARN  [cid=none] o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: 98926f7f-072f-4724-ab3f-82028c5b0b30

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2026-08-06 21:38:56.005 [main] INFO  [cid=none] o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name inMemoryUserDetailsManager
2026-08-06 21:38:58.956 [main] INFO  [cid=none] o.s.b.a.e.web.EndpointLinksResolver - Exposing 2 endpoints beneath base path '/actuator'
2026-08-06 21:39:02.388 [main] INFO  [cid=none] o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8090"]
2026-08-06 21:39:02.533 [main] INFO  [cid=none] o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8090 (http) with context path '/'
2026-08-06 21:39:02.603 [main] INFO  [cid=none] com.microlend.MicroLendApplication - Started MicroLendApplication in 49.82 seconds (process running for 51.102)
2026-08-06 21:39:03.897 [main] INFO  [cid=none] c.m.identity.bootstrap.DataSeeder - DataSeeder: seed users already present, nothing to create.
2026-08-06 21:41:20.853 [http-nio-8090-exec-1] INFO  [cid=none] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2026-08-06 21:41:20.853 [http-nio-8090-exec-1] INFO  [cid=none] o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2026-08-06 21:41:20.853 [http-nio-8090-exec-1] INFO  [cid=none] o.s.web.servlet.DispatcherServlet - Completed initialization in 0 ms
2026-08-06 21:41:38.415 [http-nio-8090-exec-5] INFO  [cid=bb66201a] c.m.audit.service.LocalAuditService - AUDIT module=AUTH action=LOGIN_SUCCESS userId=2
2026-08-06 21:43:20.071 [http-nio-8090-exec-7] INFO  [cid=b0198bd8] c.m.audit.service.LocalAuditService - AUDIT module=CENTRE action=CENTRE_UPDATED userId=2
2026-08-06 21:43:50.709 [http-nio-8090-exec-9] INFO  [cid=eb974499] c.m.audit.service.LocalAuditService - AUDIT module=AUTH action=LOGIN_SUCCESS userId=1
2026-08-06 21:44:13.627 [SpringApplicationShutdownHook] INFO  [cid=none] o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2026-08-06 21:44:13.632 [SpringApplicationShutdownHook] INFO  [cid=none] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2026-08-06 21:44:13.651 [SpringApplicationShutdownHook] INFO  [cid=none] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
